sku,store,categories,attribute_set,type,color,size,name,simples_skus,configurable_attributes,description,short_description,special_price,qty,is_in_stock,manage_stock,status,visibility,tax_class_id,thumbnail,thumbnail_label,image,small_image,media_gallery,min_qty,min_sale_qty,max_sale_qty,notify_stock_qty,msrp_enabled,country_of_manufacture,meta_description,meta_keyword,meta_title,upc,ipc,division_code,class,class_description,collection,collection_description,selling_period,type_group,type_name,type_description,group,country_of_origin,package,length,width,height,weight,is_gift_card,product_code,composition,manufacturer,rn_number,hts_code,visual_stock_id,cost,price,msrp,stock_code,product_category,safety_qty,at_sell
ZK2225,fr,Hommes/Men's/Asics Accessories/Socks,Default,configurable,,,Chaussettes Kayano,"887749383058,887749383065,887749383072,887749383089","color,size",<p>Chaussettes Kayano</p>,Chaussettes Kayano,,19,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9668.jpg,zk2225_9029_a_f_primary,http://app.visual-2000.com/imageapi/asicserp8_9668.jpg,http://app.visual-2000.com/imageapi/asicserp3_9668.jpg,http://app.visual-2000.com/imageapi/asicserp8_9668.jpg::zk2225_9029_a_f_primary,0,1,0,1,1,,<p>Chaussettes Kayano</p>,,Kayano Quarter,,,HOUSE,Accessories,Accessories,Socks,Socks,Fall 2014,D,Pour Hommes,Pour Hommes,3A030402,,Unite,0,0,0,0,0,ZK2225,,,,,5,0,10,19.99,WEB,REG,0,19
MR2573,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Col Rond Manche Longue,"887749770742,887749770759,887749770766,887749770773,887749866766,887749866773,887749866780,887749866797","color,size",<p>H.Col Rond Manche Longue</p>,H.Col Rond Manche Longue,,18,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13988.jpg,MR2573_0392_FT,http://app.visual-2000.com/imageapi/asicserp8_13988.jpg,http://app.visual-2000.com/imageapi/asicserp3_13988.jpg,http://app.visual-2000.com/imageapi/asicserp8_13988.jpg::MR2573_0392_FT,0,1,0,1,1,,<p>H.Col Rond Manche Longue</p>,,M.Long Sleeve Crew,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MR2573,,,,,5,0,20,39.99,WEB,REG,0,18
MS2578,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Cuissard Court,"887749771299,887749771305,887749771329","color,size",<p>H.Cuissard Court</p>,H.Cuissard Court,,8,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10533.jpg,ms2578_0904_0000000000_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_10533.jpg,http://app.visual-2000.com/imageapi/asicserp3_10533.jpg,http://app.visual-2000.com/imageapi/asicserp8_10533.jpg::ms2578_0904_0000000000_q_f_primary,0,1,0,1,1,,<p>H.Cuissard Court</p>,,M.Sprinter,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MS2578,,,,,5,0,20,39.99,WEB,REG,0,8
ML2579,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Cuissard Essentiels,"887749771336,887749771343,887749771367,887749771381,887749771398","color,size",<p>H.Cuissard Essentiels</p>,H.Cuissard Essentiels,,11,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10476.jpg,ml2579_0904_0000000000_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_10476.jpg,http://app.visual-2000.com/imageapi/asicserp3_10476.jpg,http://app.visual-2000.com/imageapi/asicserp8_10476.jpg::ml2579_0904_0000000000_q_f_primary,0,1,0,1,1,,<p>H.Cuissard Essentiels</p>,,M.Essentials Tight,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,ML2579,,,,,5,0,25,49.99,WEB,REG,0,11
MS2574,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Short Lis�r� 3 Po.,"887749770896,887749770902,887749770919,887749770926,887749770940,887749770957,887749770964,887749770971","color,size",<p>H.Short Lis�r� 3 Po.</p>,H.Short Lis�r� 3 Po.,,22,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11777.jpg,ms2574_94_0010239155_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_11777.jpg,http://app.visual-2000.com/imageapi/asicserp3_11777.jpg,http://app.visual-2000.com/imageapi/asicserp8_11777.jpg::ms2574_94_0010239155_q_f_primary,0,1,0,1,1,,<p>H.Short Lis�r� 3 Po.</p>,,M.Split Short 3 In.,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MS2574,,,,,5,0,20,39.99,WEB,REG,0,22
MS2575,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Short Tiss� 7 Po.,"887749771091,887749771107,887749771114","color,size",<p>H.Short Tiss� 7 Po.</p>,H.Short Tiss� 7 Po.,,7,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11781.jpg,ms2575_8052_0010239156_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_11781.jpg,http://app.visual-2000.com/imageapi/asicserp3_11781.jpg,http://app.visual-2000.com/imageapi/asicserp8_11781.jpg::ms2575_8052_0010239156_q_f_primary,0,1,0,1,1,,<p>H.Short Tiss� 7 Po.</p>,,M.Woven Short 7 In.,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MS2575,,,,,5,0,20,39.99,WEB,REG,0,7
MR2571,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.Singlet,"887749770292,887749770308,887749770315,887749770322","color,size",<p>H.Singlet</p>,H.Singlet,,6,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_13986.jpg,MR2571_0626_FT,http://app.visual-2000.com/imageapi/asicserp8_13986.jpg,http://app.visual-2000.com/imageapi/asicserp3_13986.jpg,http://app.visual-2000.com/imageapi/asicserp8_13986.jpg::MR2571_0626_FT,0,1,0,1,1,,<p>H.Singlet</p>,,M.Singlet,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MR2571,,,,,5,0,15,29.99,WEB,REG,0,6
MR2572,fr,Hommes/Men's/Asics Apparels/Core,Default,configurable,,,H.T-Shirt Manche Courte,"887749770490,887749770506,887749770513,887749770520,887749805260,887749805277,887749805284,887749805291,887749866865,887749866872,887749866889,887749866896,887749866919,887749866926,887749866933,887749866940","color,size",<p>H.T-Shirt Manche Courte</p>,H.T-Shirt Manche Courte,,67,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11758.jpg,mr2572_8052_0010239153_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_11758.jpg,http://app.visual-2000.com/imageapi/asicserp3_11758.jpg,http://app.visual-2000.com/imageapi/asicserp8_11758.jpg::mr2572_8052_0010239153_q_f_primary,0,1,0,1,1,,<p>H.T-Shirt Manche Courte</p>,,M.Short Sleeve Tee,,,HOUSE,Clothing Only,Clothing Only,Core,Core,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,MR2572,,,,,5,0,20,39.99,WEB,REG,0,67
114463,fr,Hommes/Men's/Asics Apparels/Speed,Default,configurable,,,H.Cuissard Leg Balance,"887749823189,887749823196,887749823202,887749823219","color,size",<p>H.Cuissard Leg Balance</p>,H.Cuissard Leg Balance,,11,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10280.jpg,114463_5007_0000000000_q_f_primary,http://app.visual-2000.com/imageapi/asicserp8_10280.jpg,http://app.visual-2000.com/imageapi/asicserp3_10280.jpg,http://app.visual-2000.com/imageapi/asicserp8_10280.jpg::114463_5007_0000000000_q_f_primary,0,1,0,1,1,,<p>H.Cuissard Leg Balance</p>,,M. Leg Balance Tight,,,HOUSE,Clothing Only,Clothing Only,Speed,Speed,Spring 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,114463,,,,,5,0,60,119.99,WEB,REG,0,11
125092,fr,Hommes/Men's/Asics Apparels/Sport Performance Aeb,Default,configurable,,,H Blouson Rembourr�,"889436055415,889436055422,889436055439,889436055446,889436055453","color,size",<p>H Blouson Rembourr�</p>,H Blouson Rembourr�,,13,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11704.jpg,125092_0904_q_front_primary,http://app.visual-2000.com/imageapi/asicserp8_11704.jpg,http://app.visual-2000.com/imageapi/asicserp3_11704.jpg,http://app.visual-2000.com/imageapi/asicserp8_11704.jpg::125092_0904_q_front_primary,0,1,0,1,1,,<p>H Blouson Rembourr�</p>,,M Padded Jacket,,,HOUSE,Clothing Only,Clothing Only,Sport Performance Aeb,Sport Performance Aeb,Fall 2015,D,Pour Hommes,Pour Hommes,2A030103,,Unite,0,0,0,0,0,125092,,,,,5,0,75,149.99,WEB,REG,0,13
125085,fr,Hommes/Men's/Asics Apparels/Sport Performance Aeb,Default,configurable,,,H Capuchon Logo,"889436051219,889436051226,889436051233,889436051240,889436051257,889436051264,889436051271,889436051288,889436051295,889436051301,889436051318,889436051325,889436051332,889436051349,889436051356","color,size",<p>H Capuchon Logo</p>,H Capuchon Logo,,36,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11700.jpg,125085_0672_q_front_primary,http://app.visual-2000.com/imageapi/asicserp8_11700.jpg,http://app.visual-2000.com/imageapi/asicserp3_11700.jpg,http://app.visual-2000.com/imageapi/asicserp8_11700.jpg::125085_0672_q_front_primary,0,1,0,1,1,,<p>H Capuchon Logo</p>,,M Logo Hoodie,,,HOUSE,Clothing Only,Clothing Only,Sport Performance Aeb,Sport Performance Aeb,Fall 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,125085,,,,,5,0,35,69.99,WEB,REG,0,36
125086,fr,Hommes/Men's/Asics Apparels/Sport Performance Aeb,Default,configurable,,,H Capuchon Logo Fz,"889436051363,889436051370,889436051387,889436051394,889436051400","color,size",<p>H Capuchon Logo Fz</p>,H Capuchon Logo Fz,,13,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11703.jpg,125086_0904_q_front_primary,http://app.visual-2000.com/imageapi/asicserp8_11703.jpg,http://app.visual-2000.com/imageapi/asicserp3_11703.jpg,http://app.visual-2000.com/imageapi/asicserp8_11703.jpg::125086_0904_q_front_primary,0,1,0,1,1,,<p>H Capuchon Logo Fz</p>,,M Logo Fz Hoodie,,,HOUSE,Clothing Only,Clothing Only,Sport Performance Aeb,Sport Performance Aeb,Fall 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,125086,,,,,5,0,40,79.99,WEB,REG,0,13
125101,fr,Hommes/Men's/Asics Apparels/Sport Performance Aeb,Default,configurable,,,H Pantalon ? Revers,"889436051417,889436051424,889436051431,889436051448,889436051455,889436051462,889436051479,889436051486,889436051493,889436051509","color,size",<p>H Pantalon ? Revers</p>,H Pantalon ? Revers,,26,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11705.jpg,125101_0773_q_front_primary,http://app.visual-2000.com/imageapi/asicserp8_11705.jpg,http://app.visual-2000.com/imageapi/asicserp3_11705.jpg,http://app.visual-2000.com/imageapi/asicserp8_11705.jpg::125101_0773_q_front_primary,0,1,0,1,1,,<p>H Pantalon ? Revers</p>,,M Cuffed Hem Pant,,,HOUSE,Clothing Only,Clothing Only,Sport Performance Aeb,Sport Performance Aeb,Fall 2015,D,Pour Hommes,Pour Hommes,2A030101,,Unite,0,0,0,0,0,125101,,,,,5,0,30,59.99,WEB,REG,0,26
MU2792,fr,Hommes/Men's/Asics Apparels/Underwear,Default,configurable,,,H. Slip Asx,"889436229069,889436229076,889436229083","color,size",<p>H. Slip Asx</p>,H. Slip Asx,,18,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12633.jpg,mu2792_0904_f,http://app.visual-2000.com/imageapi/asicserp8_12633.jpg,http://app.visual-2000.com/imageapi/asicserp3_12633.jpg,http://app.visual-2000.com/imageapi/asicserp8_12633.jpg::mu2792_0904_f,0,1,0,1,1,,<p>H. Slip Asx</p>,,M.Asx Brief,,,HOUSE,Clothing Only,Clothing Only,Underwear,Underwear,Spring 2016,D,Pour Hommes,Pour Hommes,2A030401,,Unite,0,0,0,0,0,MU2792,,,,,5,0,15,29.99,WEB,REG,0,18
MU2793,fr,Hommes/Men's/Asics Apparels/Underwear,Default,configurable,,,H.Sous-V�tements Boxeur,"889436229090,889436229106,889436229113","color,size",<p>H.Sous-V�tements Boxeur</p>,H.Sous-V�tements Boxeur,,18,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12634.jpg,mu2793_0904_f,http://app.visual-2000.com/imageapi/asicserp8_12634.jpg,http://app.visual-2000.com/imageapi/asicserp3_12634.jpg,http://app.visual-2000.com/imageapi/asicserp8_12634.jpg::mu2793_0904_f,0,1,0,1,1,,<p>H.Sous-V�tements Boxeur</p>,,M.Asx Boxer Brief,,,HOUSE,Clothing Only,Clothing Only,Underwear,Underwear,Spring 2016,D,Pour Hommes,Pour Hommes,2A030401,,Unite,0,0,0,0,0,MU2793,,,,,5,0,15,29.99,WEB,REG,0,18
JT200,fr,Hommes/Men's/Asics Apparels/Wrestling,Default,configurable,,,Solid Jam,"632360485847,632360485854","color,size",<p>Solid Jam</p>,Solid Jam,,2,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_157.jpg,Jt200-90,http://app.visual-2000.com/imageapi/asicserp8_157.jpg,http://app.visual-2000.com/imageapi/asicserp3_157.jpg,http://app.visual-2000.com/imageapi/asicserp8_157.jpg::Jt200-90,0,1,0,1,1,,<p>Solid Jam</p>,,Solid Jam,,,HOUSE,Clothing Only,Clothing Only,Wrestling,Wrestling,Fall 2004,D,Pour Hommes,Pour Hommes,2A990101,,Unite,0,0,0,0,0,JT200,,,,,5,16.98,35,69.99,WEB,REG,0,2
T622N,fr,Hommes/Men's/Asics Shoes/33 Collection,Default,configurable,,,33-Dfa 2,"889436150936,889436150943,889436150950,889436150967,889436150974,889436150998,889436151049,889436151056,889436151063,889436151070,889436151087,889436151094,889436254320,889436254337,889436254344,889436254351,889436254368,889436254382,889436254436,889436254443,889436254450,889436254467,889436254474,889436254481","color,size",<p>33-Dfa 2</p>,33-Dfa 2,,73,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12094.jpg,t622n_6301_f,http://app.visual-2000.com/imageapi/asicserp8_12094.jpg,http://app.visual-2000.com/imageapi/asicserp3_12094.jpg,http://app.visual-2000.com/imageapi/asicserp8_12094.jpg::t622n_6301_f,0,1,0,1,1,,<p>33-Dfa 2</p>,,33-Dfa 2,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,33 Collection,33 Collection,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010201,,Unite,0,0,0,0,0,T622N,,,,,5,0,66,119.99,WEB,REG,0,73
T533N,fr,Hommes/Men's/Asics Shoes/33 Collection,Default,configurable,,,33-Fa,"887749726510,887749726527,887749726534,887749726541,887749726558,887749726602,887749726619,887749726626,887749726633,887749726640,887749726657,887749726664,887749726671,887749726688,887749726695,887749726701,887749726763,887749726770,887749726787,887749726794,887749726800,887749966022,887749966039,887749966046,887749966053,887749966060,887749966084,887749966114,887749966121,887749966138,887749966145,887749966152,887749966169","color,size",<p>33-Fa</p>,33-Fa,,59,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_10120.jpg,t533n_9907_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_10120.jpg,http://app.visual-2000.com/imageapi/asicserp3_10120.jpg,http://app.visual-2000.com/imageapi/asicserp8_10120.jpg::t533n_9907_0000000000_f_l_primary,0,1,0,1,1,,<p>33-Fa</p>,,33-Fa,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,33 Collection,33 Collection,Spring 2015,D,Pour Hommes,Pour Hommes,1A030102,,Unite,0,0,0,0,0,T533N,,,,,5,0,71.5,129.99,WEB,REG,0,59
E413Y,fr,Hommes/Men's/Asics Shoes/Court,Default,configurable,,,Gel-Blast 6,"887749487206,887749487213,887749487220,887749487237,887749487244,887749487268,887749487336,887749487343,887749487350,887749487367","color,size",<p>Gel-Blast 6</p>,Gel-Blast 6,,30,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_9082.jpg,e413y_5093_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_9082.jpg,http://app.visual-2000.com/imageapi/asicserp3_9082.jpg,http://app.visual-2000.com/imageapi/asicserp8_9082.jpg::e413y_5093_f_l_primary,0,1,0,1,1,,<p>Gel-Blast 6</p>,,Gel-Blast 6,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Court,Court,Fall 2014,D,Pour Hommes,Pour Hommes,1A100101,,Unite,0,0,0,0,0,E413Y,,,,,5,0,88,159.99,WEB,REG,0,30
T6F3Y,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Dynaflyte,"889436410351,889436410368,889436410375,889436410382,889436410399,889436410412,889436410498,889436410504,889436410511,889436410528,889436410535,889436410542,889436410559,889436410566,889436410573,889436410597,889436410672,889436410689,889436410696,889436410702,889436477736,889436477743,889436477750,889436477767,889436477774,889436477798,889436477859,889436477866,889436477873,889436477880,889436477897,889436477903","color,size",<p>Dynaflyte</p>,Dynaflyte,,82,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12837.jpg,T6F3Y_9690_f,http://app.visual-2000.com/imageapi/asicserp8_12837.jpg,http://app.visual-2000.com/imageapi/asicserp3_12837.jpg,http://app.visual-2000.com/imageapi/asicserp8_12837.jpg::T6F3Y_9690_f,0,1,0,1,1,,<p>Dynaflyte</p>,,Dynaflyte,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Fall 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T6F3Y,,,,,5,0,99,179.99,WEB,REG,0,82
T5E2N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Cumulus 17 G-Tx,"887749978865,887749978896,887749978902,887749978940,887749978957,887749978964,887749978971,887749978995","color,size",<p>Gel Cumulus 17 G-Tx</p>,Gel Cumulus 17 G-Tx,,16,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11084.jpg,t5e2n_5390_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11084.jpg,http://app.visual-2000.com/imageapi/asicserp3_11084.jpg,http://app.visual-2000.com/imageapi/asicserp8_11084.jpg::t5e2n_5390_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Cumulus 17 G-Tx</p>,,Gel Cumulus 17 G-Tx,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Fall 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T5E2N,,,,,5,0,93.5,169.99,WEB,REG,0,16
T5E4N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Cumulus 17 Lite-Show,"887749979152,887749979169,887749979176,887749979183,887749979190,887749979213,887749979268,887749979275,887749979282,887749979299,887749979305,887749979312","color,size",<p>Gel Cumulus 17 Lite-Show</p>,Gel Cumulus 17 Lite-Show,,46,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_11085.jpg,t5e4n_3007_0000000000_f_l_primary,http://app.visual-2000.com/imageapi/asicserp8_11085.jpg,http://app.visual-2000.com/imageapi/asicserp3_11085.jpg,http://app.visual-2000.com/imageapi/asicserp8_11085.jpg::t5e4n_3007_0000000000_f_l_primary,0,1,0,1,1,,<p>Gel Cumulus 17 Lite-Show</p>,,Gel Cumulus 17 Lite-Show,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Fall 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T5E4N,,,,,5,0,93.5,169.99,WEB,REG,0,46
T642N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Kinsei 6,"889436229601,889436229618,889436229625,889436229632,889436229649,889436229663,889436229724,889436229731,889436229748,889436229755,889436229762,889436229779,889436229786,889436229793,889436229809,889436229816,889436229823,889436229847,889436229908,889436229915,889436229922,889436229939,889436229946,889436229953,889436229960,889436229977,889436229984,889436229991,889436230003,889436230027,889436230089,889436230096,889436230102,889436230119,889436230126,889436230133","color,size",<p>Gel Kinsei 6</p>,Gel Kinsei 6,,230,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12884.jpg,T642N_9727_f,http://app.visual-2000.com/imageapi/asicserp8_12884.jpg,http://app.visual-2000.com/imageapi/asicserp3_12884.jpg,http://app.visual-2000.com/imageapi/asicserp8_12884.jpg::T642N_9727_f,0,1,0,1,1,,<p>Gel Kinsei 6</p>,,Gel Kinsei 6,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T642N,,,,,5,0,143,259.99,WEB,REG,0,230
T644N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Kinsei 6,"889436239341,889436239457,889436239464,889436239471,889436239488,889436239495,889436239501","color,size",<p>Gel Kinsei 6</p>,Gel Kinsei 6,,14,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12885.jpg,T644N_2493_f,http://app.visual-2000.com/imageapi/asicserp8_12885.jpg,http://app.visual-2000.com/imageapi/asicserp3_12885.jpg,http://app.visual-2000.com/imageapi/asicserp8_12885.jpg::T644N_2493_f,0,1,0,1,1,,<p>Gel Kinsei 6</p>,,Gel Kinsei 6,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T644N,,,,,5,0,143,259.99,WEB,REG,0,14
T600N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Nimbus 18,"889436146540,889436146557,889436146564,889436146571,889436146588,889436146595,889436146601,889436146670,889436146694,889436146700,889436146717,889436146724,889436146731,889436146748,889436146755,889436146762,889436146779,889436146786,889436146793,889436146816,889436146861,889436146878,889436146885,889436146892,889436146908,889436146915,889436146922,889436146939,889436146946,889436146953,889436146960,889436146984,889436147004,889436147066,889436147073,889436147080,889436147097,889436147103,889436147301,889436147318,889436147325,889436147332,889436147349,889436147363,889436147387,889436147455,889436147462,889436147479,889436147486,889436253408,889436253415,889436253422,889436253439,889436253460,889436253484,889436253538,889436253545,889436253552,889436253569,889436253576,889436253583,889436391575,889436391582,889436391599,889436391605,889436391612,889436391636,889436391650,889436391728,889436391735,889436391742,889436391759","color,size",<p>Gel Nimbus 18</p>,Gel Nimbus 18,,274,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12870.jpg,T600N_5858_f,http://app.visual-2000.com/imageapi/asicserp8_12870.jpg,http://app.visual-2000.com/imageapi/asicserp3_12870.jpg,http://app.visual-2000.com/imageapi/asicserp8_12870.jpg::T600N_5858_f,0,1,0,1,1,,<p>Gel Nimbus 18</p>,,Gel Nimbus 18,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T600N,,,,,5,0,110,199.99,WEB,REG,0,274
T5J2N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel Quantum 180,"889436057549,889436057556,889436057570,889436057587,889436057600,889436057648,889436057655,889436057662,889436057679,889436057693,889436057709,889436057716,889436057723,889436057730,889436057747,889436057761,889436057808,889436057815,889436057839,889436057846,889436057853,889436057860,889436057877,889436057884,889436057891,889436057907,889436057921,889436057969,889436057976,889436057983,889436057990,889436058003,889436058010,889436058027,889436058034,889436058041,889436058058,889436058065,889436058089,889436058126,889436058133,889436058140,889436058157,889436058164,889436058171,889436144577,889436144584,889436144591,889436144607,889436144614,889436144638,889436144676,889436144683,889436144690,889436144706,889436144713,889436144720,889436144737,889436144744,889436144751,889436144768,889436144775,889436144799,889436144836,889436144843,889436144850,889436144867,889436144874,889436144881","color,size",<p>Gel Quantum 180</p>,Gel Quantum 180,,132,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12178.jpg,t5j2n_9390_f,http://app.visual-2000.com/imageapi/asicserp8_12178.jpg,http://app.visual-2000.com/imageapi/asicserp3_12178.jpg,http://app.visual-2000.com/imageapi/asicserp8_12178.jpg::t5j2n_9390_f,0,1,0,1,1,,<p>Gel Quantum 180</p>,,Gel Quantum 180,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Spring 2016,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T5J2N,,,,,5,0,93.5,169.99,WEB,REG,0,132
T5D3N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel-Cumulus 17,"887749976687,887749976700,887749976717,887749976724,887749976731,887749976748,887749976755,887749976762,887749976793,887749976809,887749976816,887749976823,887749976830,887749976847,887749976854,887749976861,887749976878,887749976892,887749976908,887749976960,887749976977,887749977028,887749977035,887749977042,887749977059,887749977066,887749977073,887749977080,887749977097,887749977134,887749977141,887749977158,887749977165,887749977172,887749977189,889436063137,889436063144,889436063151,889436063168,889436063175,889436063182,889436063199,889436063243,889436063250,889436063267,889436063274,889436063281,889436063298","color,size",<p>Gel-Cumulus 17</p>,Gel-Cumulus 17,,159,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12064.jpg,t5d3n_4090_f,http://app.visual-2000.com/imageapi/asicserp8_12064.jpg,http://app.visual-2000.com/imageapi/asicserp3_12064.jpg,http://app.visual-2000.com/imageapi/asicserp8_12064.jpg::t5d3n_4090_f,0,1,0,1,1,,<p>Gel-Cumulus 17</p>,,Gel-Cumulus 17,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Spring 2015,D,Pour Hommes,Pour Hommes,1A030101,,Unite,0,0,0,0,0,T5D3N,,,,,5,0,88,159.99,WEB,REG,0,159
T5J1N,fr,Hommes/Men's/Asics Shoes/Cushioning,Default,configurable,,,Gel-Quantum 360,"889436057396,889436057402,889436057419,889436057426,889436057433,889436057457,889436057464,889436057488,889436057495,889436057501,889436057518,889436057525,889436057532,889436294340,889436294357,889436294364,889436294371,889436294388,889436294401,889436294432,889436294449,889436294456,889436294463,889436294470,889436294487","color,size",<p>Gel-Quantum 360</p>,Gel-Quantum 360,,48,1,1,1,4,2,http://app.visual-2000.com/imageapi/asics_thumb_12164.jpg,t5j1n_0190_f,http://app.visual-2000.com/imageapi/asicserp8_12164.jpg,http://app.visual-2000.com/imageapi/asicserp3_12164.jpg,http://app.visual-2000.com/imageapi/asicserp8_12164.jpg::t5j1n_0190_f,0,1,0,1,1,,<p>Gel-Quantum 360</p>,,Gel-Quantum 360,,,HOUSE,Tout Style Asics Chaussures,Tout Style Asics Chaussures,Cushioning,Cushioning,Fall 2015,D,Pour Hommes,Pour Hommes,1A03010102,,Unite,0,0,0,0,0,T5J1N,,,,,5,0,121,219.99,WEB,REG,0,48
